model,protein
X-2017,4967
X-2017,8238
X-2017,9703
X-2017,3217
X-2017,9666
X-2017,9700
X-2017,9670
X-2017,9671
X-2017,4390
X-2017,16434
X-2017,3195
X-2017,10219
X-2017,14603
X-2017,4803
X-2017,6060
X-2017,7422
X-2017,9561
X-2017,4067
X-2017,15228
X-2017,14360
X-2017,967
X-2017,11669
X-2017,853
X-2017,16564
X-2017,12294
X-2017,12654
X-2017,7497
X-2017,7856
X-2017,5110
X-2017,8751
X-2017,5516
X-2017,9892
X-2017,10376
X-2017,12615
X-2026,16086
X-2026,16086
X-2026,13661
X-2026,12526
X-2026,8819
X-2026,8233
X-2026,15535
X-2026,9492
X-2026,15960
X-2026,8555
X-2026,6308
X-2026,15810
X-2026,16327
X-2026,216
X-2026,15292
X-2026,186
X-2026,10967
X-2026,16068
X-2026,12914
X-2026,8693
X-2026,2203
X-2026,7666
X-2026,7118
X-2026,5387
X-2026,2582
X-2026,3308
X-2026,11191
X-2026,848
X-2026,10125
X-2026,15080
X-2026,12933
X-2026,12704
X-2026,13973
X-2026,11026
X-2026,10210
X-2026,15272
X-2026,16993
X-2026,12008
X-2026,9165
X-2026,15853
X-2026,4887
X-2026,9597
X-2026,2139
X-2026,13270
X-2026,11947
X-2026,17092
X-2026,15792
X-2026,15816
X-2026,13948
X-2026,6256
X-2026,8106
X-2026,8250
X-2026,14488
X-2026,10665
X-2026,10779
X-2026,9093
X-2026,12126
X-2026,15793
X-2026,625
X-2026,723
X-2026,8232
X-2026,16586
X-2026,16177
X-2026,16199
X-2026,15967
X-2026,14758
X-2026,8229
X-2026,15123
X-2026,13425
X-2026,2010
X-2026,14775
X-2026,16191
X-2026,14718
X-2026,10289
X-2026,2391
X-2026,15850
X-2026,8234
X-2026,6423
X-2026,16860
X-2026,3186
X-2026,13227
X-2026,15394
X-2026,13324
X-2026,16278
X-2026,6145
X-2026,1513
X-2026,13736
X-2026,16374
X-2026,7903
X-2026,8223
X-2026,14523
X-2026,15369
X-2026,3245
X-2026,16413
X-2026,12621
X-2026,3502
X-2026,10617
X-2026,16426
X-2026,11633
X-2026,12706
X-2026,4967
X-2026,9703
X-2026,3217
X-2026,9700
X-2026,9671
X-2026,4390
X-2026,7924
X-2026,4803
X-2026,9561
X-2026,4067
X-2026,4066
X-2026,473
X-2026,967
X-2026,11669
X-2026,853
X-2026,9635
X-2026,16564
X-2026,12294
X-2026,16141
X-2026,5110
X-2030,16086
X-2030,16086
X-2030,8855
X-2030,11704
X-2030,11658
X-2030,4544
X-2030,14436
X-2030,12526
X-2030,8233
X-2030,7496
X-2030,2280
X-2030,1233
X-2030,5219
X-2030,9874
X-2030,15960
X-2030,13698
X-2030,11662
X-2030,15667
X-2030,1333
X-2030,4018
X-2030,15810
X-2030,8959
X-2030,15292
X-2030,12544
X-2030,10967
X-2030,16068
X-2030,864
X-2030,1338
X-2030,15042
X-2030,6335
X-2030,5194
X-2030,12914
X-2030,1475
X-2030,6967
X-2030,4514
X-2030,550
X-2030,12265
X-2030,7666
X-2030,12164
X-2030,14367
X-2030,7118
X-2030,5387
X-2030,552
X-2030,15200
X-2030,15229
X-2030,1021
X-2030,2582
X-2030,15378
X-2030,3308
X-2030,11191
X-2030,12319
X-2030,5290
X-2030,848
X-2030,2047
X-2030,5384
X-2030,10125
X-2030,15080
X-2030,12062
X-2030,12933
X-2030,5074
X-2030,12704
X-2030,7414
X-2030,10210
X-2030,7117
X-2030,991
X-2030,15853
X-2030,13270
X-2030,9676
X-2030,15792
X-2030,15816
X-2030,3452
X-2030,1474
X-2030,12277
X-2030,4467
X-2030,6231
X-2030,16441
X-2030,16081
X-2030,6814
X-2030,5806
X-2030,13948
X-2030,1129
X-2030,10553
X-2030,6256
X-2030,2414
X-2030,11453
X-2030,13887
X-2030,4032
X-2030,8106
X-2030,16643
X-2030,8377
X-2030,14488
X-2030,10665
X-2030,10779
X-2030,9093
X-2030,12126
X-2030,12652
X-2030,16166
X-2030,15793
X-2030,723
X-2030,8232
X-2030,16586
X-2030,13574
X-2030,12375
X-2030,16177
X-2030,16199
X-2030,15967
X-2030,14758
X-2030,8229
X-2030,15123
X-2030,13425
X-2030,2010
X-2030,14775
X-2030,16191
X-2030,8230
X-2030,3341
X-2030,14718
X-2030,5539
X-2030,5673
X-2030,17148
X-2030,9981
X-2030,14136
X-2030,7725
X-2030,10289
X-2030,2391
X-2030,15850
X-2030,8234
X-2030,6423
X-2030,16860
X-2030,3186
X-2030,13227
X-2030,15394
X-2030,13324
X-2030,16278
X-2030,6145
X-2030,1513
X-2030,13736
X-2030,16374
X-2030,7903
X-2030,15186
X-2030,8223
X-2030,14523
X-2030,15369
X-2030,8499
X-2030,3245
X-2030,12621
X-2030,3502
X-2030,8236
X-2030,10617
X-2030,16426
X-2030,11633
X-2030,7670
X-2030,12706
X-2030,4967
X-2030,8238
X-2030,3217
X-2030,9671
X-2030,15859
X-2030,16306
X-2030,698
X-2030,15705
X-2030,10219
X-2030,3161
X-2030,4803
X-2030,13632
X-2030,12079
X-2030,11851
X-2030,4306
X-2030,6060
X-2030,6324
X-2030,6334
X-2030,5080
X-2030,14690
X-2030,14373
X-2030,967
X-2030,11669
X-2030,853
X-2030,16564
X-2030,12294
X-2030,7497
X-2030,7856
X-2030,10771
X-2030,15357
X-2030,5110
X-2030,8751
X-2030,3768
X-2030,10376
X-2030,2686
X-2030,12615
X-2042,16086
X-2042,16086
X-2042,14436
X-2042,12526
X-2042,11123
X-2042,8233
X-2042,2280
X-2042,15960
X-2042,5942
X-2042,6308
X-2042,11921
X-2042,16068
X-2042,2710
X-2042,4076
X-2042,7518
X-2042,7666
X-2042,5387
X-2042,1021
X-2042,15378
X-2042,3308
X-2042,11191
X-2042,848
X-2042,11946
X-2042,10125
X-2042,15080
X-2042,11857
X-2042,12933
X-2042,4394
X-2042,12704
X-2042,13973
X-2042,11026
X-2042,1405
X-2042,16993
X-2042,7959
X-2042,13026
X-2042,11464
X-2042,12360
X-2042,149
X-2042,1661
X-2042,4847
X-2042,5422
X-2042,15825
X-2042,11553
X-2042,15853
X-2042,15737
X-2042,320
X-2042,11375
X-2042,4806
X-2042,9676
X-2042,12427
X-2042,1278
X-2042,15792
X-2042,15816
X-2042,14202
X-2042,12349
X-2042,1768
X-2042,13948
X-2042,9811
X-2042,6256
X-2042,11044
X-2042,14798
X-2042,2414
X-2042,4836
X-2042,8106
X-2042,14488
X-2042,10665
X-2042,10779
X-2042,9093
X-2042,12126
X-2042,12652
X-2042,16166
X-2042,15793
X-2042,723
X-2042,8232
X-2042,16586
X-2042,12375
X-2042,16177
X-2042,16199
X-2042,15967
X-2042,14758
X-2042,8229
X-2042,15123
X-2042,13425
X-2042,14608
X-2042,2010
X-2042,14775
X-2042,16191
X-2042,14718
X-2042,5539
X-2042,5673
X-2042,9981
X-2042,10289
X-2042,2391
X-2042,15850
X-2042,8234
X-2042,6423
X-2042,16860
X-2042,3186
X-2042,13227
X-2042,13324
X-2042,16278
X-2042,6145
X-2042,1513
X-2042,13736
X-2042,7903
X-2042,15186
X-2042,8223
X-2042,14523
X-2042,15369
X-2042,8499
X-2042,3245
X-2042,12621
X-2042,3502
X-2042,8236
X-2042,10617
X-2042,16426
X-2042,11633
X-2042,7670
X-2042,12706
X-2042,4967
X-2042,9703
X-2042,3217
X-2042,9666
X-2042,9668
X-2042,9671
X-2042,9674
X-2042,9676
X-2042,7826
X-2042,10219
X-2042,14603
X-2042,9561
X-2042,13660
X-2042,967
X-2042,853
X-2042,16564
X-2042,7497
X-2042,11624
X-2042,7856
X-2042,10771
X-2043,16086
X-2043,16086
X-2043,588
X-2043,13661
X-2043,12526
X-2043,8233
X-2043,15535
X-2043,9492
X-2043,294
X-2043,1233
X-2043,5219
X-2043,15960
X-2043,7273
X-2043,11662
X-2043,4804
X-2043,2242
X-2043,6308
X-2043,4305
X-2043,15810
X-2043,216
X-2043,15292
X-2043,16718
X-2043,10967
X-2043,5498
X-2043,16068
X-2043,1935
X-2043,1338
X-2043,14694
X-2043,15042
X-2043,6335
X-2043,7163
X-2043,12914
X-2043,4076
X-2043,8693
X-2043,2203
X-2043,703
X-2043,7666
X-2043,12164
X-2043,14367
X-2043,7118
X-2043,5387
X-2043,15378
X-2043,3308
X-2043,11191
X-2043,16452
X-2043,848
X-2043,10125
X-2043,15080
X-2043,12062
X-2043,8241
X-2043,12933
X-2043,9273
X-2043,12704
X-2043,13973
X-2043,11026
X-2043,10210
X-2043,15272
X-2043,1405
X-2043,16993
X-2043,13026
X-2043,12008
X-2043,9165
X-2043,15853
X-2043,4302
X-2043,10478
X-2043,15737
X-2043,3231
X-2043,1675
X-2043,2420
X-2043,4887
X-2043,9597
X-2043,2139
X-2043,9676
X-2043,17092
X-2043,12537
X-2043,16170
X-2043,15792
X-2043,15816
X-2043,14979
X-2043,296
X-2043,10465
X-2043,12277
X-2043,16441
X-2043,14956
X-2043,6814
X-2043,13948
X-2043,6256
X-2043,4700
X-2043,2414
X-2043,4836
X-2043,2872
X-2043,4032
X-2043,8106
X-2043,9017
X-2043,614
X-2043,8250
X-2043,3820
X-2043,14488
X-2043,10665
X-2043,10779
X-2043,9093
X-2043,5383
X-2043,12126
X-2043,12652
X-2043,16166
X-2043,15793
X-2043,625
X-2043,723
X-2043,8232
X-2043,16586
X-2043,13574
X-2043,12375
X-2043,16177
X-2043,16199
X-2043,15967
X-2043,14758
X-2043,8229
X-2043,15123
X-2043,13425
X-2043,14608
X-2043,12445
X-2043,2010
X-2043,14775
X-2043,16191
X-2043,8230
X-2043,3341
X-2043,14718
X-2043,5539
X-2043,5673
X-2043,9981
X-2043,10289
X-2043,2391
X-2043,15850
X-2043,8234
X-2043,6423
X-2043,16860
X-2043,3186
X-2043,13227
X-2043,15394
X-2043,13324
X-2043,16278
X-2043,6145
X-2043,1513
X-2043,13736
X-2043,16374
X-2043,7903
X-2043,15186
X-2043,8223
X-2043,14523
X-2043,15369
X-2043,8499
X-2043,9639
X-2043,3245
X-2043,16413
X-2043,12621
X-2043,3502
X-2043,10617
X-2043,16426
X-2043,11633
X-2043,7670
X-2043,12706
X-2043,4967
X-2043,8238
X-2043,9703
X-2043,3217
X-2043,9666
X-2043,9700
X-2043,9671
X-2043,4390
X-2043,16434
X-2043,3161
X-2043,4444
X-2043,4803
X-2043,4306
X-2043,6060
X-2043,9561
X-2043,2340
X-2043,7371
X-2043,4067
X-2043,4066
X-2043,15228
X-2043,473
X-2043,5080
X-2043,4681
X-2043,967
X-2043,11669
X-2043,16564
X-2043,12294
X-2043,12654
X-2043,5110
X-2043,8751
X-2046,16086
X-2046,16086
X-2046,1579
X-2046,13661
X-2046,12526
X-2046,8233
X-2046,12407
X-2046,4304
X-2046,15739
X-2046,9492
X-2046,1233
X-2046,15960
X-2046,4804
X-2046,8555
X-2046,6308
X-2046,12804
X-2046,15810
X-2046,216
X-2046,15292
X-2046,12544
X-2046,10967
X-2046,16068
X-2046,1935
X-2046,1338
X-2046,15042
X-2046,6335
X-2046,7163
X-2046,12914
X-2046,1049
X-2046,8693
X-2046,2203
X-2046,15498
X-2046,1318
X-2046,7666
X-2046,12164
X-2046,7118
X-2046,5387
X-2046,1021
X-2046,2582
X-2046,9340
X-2046,15378
X-2046,3308
X-2046,11191
X-2046,16452
X-2046,848
X-2046,10125
X-2046,15080
X-2046,12062
X-2046,12933
X-2046,9587
X-2046,12704
X-2046,7414
X-2046,15272
X-2046,16993
X-2046,7959
X-2046,11362
X-2046,5422
X-2046,12008
X-2046,9165
X-2046,6928
X-2046,15853
X-2046,15737
X-2046,12633
X-2046,1675
X-2046,4887
X-2046,9597
X-2046,12653
X-2046,9676
X-2046,2056
X-2046,17092
X-2046,449
X-2046,16170
X-2046,15792
X-2046,15816
X-2046,11212
X-2046,12277
X-2046,16441
X-2046,16081
X-2046,6814
X-2046,5806
X-2046,13948
X-2046,6256
X-2046,14798
X-2046,2414
X-2046,4805
X-2046,8106
X-2046,8250
X-2046,14018
X-2046,10665
X-2046,10779
X-2046,9093
X-2046,12126
X-2046,12652
X-2046,16166
X-2046,15793
X-2046,625
X-2046,723
X-2046,8232
X-2046,16586
X-2046,13574
X-2046,12375
X-2046,16177
X-2046,16199
X-2046,15967
X-2046,14758
X-2046,8229
X-2046,15123
X-2046,13425
X-2046,14608
X-2046,12445
X-2046,2010
X-2046,14775
X-2046,16191
X-2046,8230
X-2046,3341
X-2046,14718
X-2046,5539
X-2046,5673
X-2046,9981
X-2046,7725
X-2046,10289
X-2046,2391
X-2046,15850
X-2046,8234
X-2046,6423
X-2046,16860
X-2046,3186
X-2046,13227
X-2046,15394
X-2046,13324
X-2046,16278
X-2046,6145
X-2046,1513
X-2046,13736
X-2046,16374
X-2046,7903
X-2046,15186
X-2046,8223
X-2046,14523
X-2046,15369
X-2046,8499
X-2046,9639
X-2046,3245
X-2046,12621
X-2046,3502
X-2046,8236
X-2046,10617
X-2046,16426
X-2046,11633
X-2046,7670
X-2046,12706
X-2046,4967
X-2046,8238
X-2046,9703
X-2046,3217
X-2046,9666
X-2046,9700
X-2046,9670
X-2046,9671
X-2046,4390
X-2046,11742
X-2046,7924
X-2046,4803
X-2046,9561
X-2046,4067
X-2046,4066
X-2046,15228
X-2046,967
X-2046,11669
X-2046,853
X-2046,16564
X-2046,12294
X-2046,12654
X-2046,7497
X-2046,7856
X-2046,5110
X-2046,10376
X-2046,12615
X-2081,16086
X-2081,16086
X-2081,13661
X-2081,12526
X-2081,8233
X-2081,5646
X-2081,13600
X-2081,1233
X-2081,4121
X-2081,15960
X-2081,4804
X-2081,2242
X-2081,8555
X-2081,6308
X-2081,2604
X-2081,15810
X-2081,11921
X-2081,15292
X-2081,12544
X-2081,16718
X-2081,12518
X-2081,14355
X-2081,10967
X-2081,16068
X-2081,15042
X-2081,6335
X-2081,7163
X-2081,4076
X-2081,529
X-2081,2203
X-2081,7666
X-2081,7118
X-2081,5387
X-2081,6722
X-2081,15378
X-2081,3308
X-2081,11191
X-2081,16452
X-2081,848
X-2081,5150
X-2081,15080
X-2081,14298
X-2081,8241
X-2081,12933
X-2081,9273
X-2081,5074
X-2081,12704
X-2081,13973
X-2081,11026
X-2081,10210
X-2081,15272
X-2081,1405
X-2081,16993
X-2081,5422
X-2081,12008
X-2081,9165
X-2081,15853
X-2081,15737
X-2081,1675
X-2081,4887
X-2081,16798
X-2081,15149
X-2081,2139
X-2081,10595
X-2081,9676
X-2081,11947
X-2081,17092
X-2081,449
X-2081,16170
X-2081,15792
X-2081,16441
X-2081,6814
X-2081,5806
X-2081,4215
X-2081,13948
X-2081,10553
X-2081,6256
X-2081,14798
X-2081,4700
X-2081,1664
X-2081,2414
X-2081,8106
X-2081,8250
X-2081,3820
X-2081,14488
X-2081,10665
X-2081,10779
X-2081,9093
X-2081,12126
X-2081,16166
X-2081,15793
X-2081,625
X-2081,723
X-2081,8232
X-2081,16586
X-2081,12375
X-2081,16177
X-2081,16199
X-2081,15967
X-2081,14758
X-2081,8229
X-2081,15123
X-2081,13425
X-2081,14608
X-2081,2010
X-2081,14775
X-2081,16191
X-2081,14718
X-2081,5539
X-2081,5673
X-2081,9981
X-2081,10289
X-2081,2391
X-2081,15850
X-2081,8234
X-2081,6423
X-2081,16860
X-2081,3186
X-2081,13227
X-2081,15394
X-2081,13324
X-2081,16278
X-2081,6145
X-2081,1513
X-2081,13736
X-2081,16374
X-2081,7903
X-2081,15186
X-2081,8223
X-2081,14523
X-2081,15369
X-2081,8499
X-2081,3245
X-2081,16413
X-2081,12621
X-2081,3502
X-2081,8236
X-2081,10617
X-2081,16426
X-2081,11633
X-2081,7670
X-2081,12706
X-2081,4967
X-2081,9703
X-2081,3217
X-2081,9666
X-2081,9700
X-2081,9670
X-2081,9671
X-2081,4390
X-2081,15859
X-2081,16434
X-2081,10219
X-2081,4444
X-2081,4803
X-2081,746
X-2081,10152
X-2081,9561
X-2081,5080
X-2081,5202
X-2081,14360
X-2081,967
X-2081,11669
X-2081,853
X-2081,16564
X-2081,3041
X-2081,12294
X-2081,12654
X-2081,5110
X-2081,16624
X-2081,10376
X-2081,12615
X-2082,16086
X-2082,16086
X-2082,13661
X-2082,12526
X-2082,11123
X-2082,8233
X-2082,3120
X-2082,2280
X-2082,1233
X-2082,5219
X-2082,6960
X-2082,15960
X-2082,15667
X-2082,4804
X-2082,8555
X-2082,6308
X-2082,15810
X-2082,11921
X-2082,216
X-2082,15292
X-2082,12544
X-2082,14355
X-2082,10967
X-2082,864
X-2082,15042
X-2082,6335
X-2082,7163
X-2082,4076
X-2082,2203
X-2082,7666
X-2082,7118
X-2082,5387
X-2082,15229
X-2082,1021
X-2082,2582
X-2082,10551
X-2082,15378
X-2082,8308
X-2082,3308
X-2082,11191
X-2082,848
X-2082,10125
X-2082,15080
X-2082,14298
X-2082,10647
X-2082,12933
X-2082,6953
X-2082,4394
X-2082,9286
X-2082,16858
X-2082,12704
X-2082,13973
X-2082,11026
X-2082,14002
X-2082,7414
X-2082,10210
X-2082,4688
X-2082,6556
X-2082,15272
X-2082,1405
X-2082,30
X-2082,12008
X-2082,9165
X-2082,6928
X-2082,15853
X-2082,15737
X-2082,320
X-2082,1675
X-2082,2420
X-2082,4806
X-2082,16708
X-2082,13270
X-2082,12653
X-2082,9676
X-2082,6114
X-2082,449
X-2082,16170
X-2082,15792
X-2082,15816
X-2082,7517
X-2082,12277
X-2082,16441
X-2082,6814
X-2082,5806
X-2082,14762
X-2082,13948
X-2082,6256
X-2082,14798
X-2082,4700
X-2082,5555
X-2082,2872
X-2082,8106
X-2082,14018
X-2082,10694
X-2082,14488
X-2082,10665
X-2082,10779
X-2082,9093
X-2082,12126
X-2082,12652
X-2082,16166
X-2082,15793
X-2082,625
X-2082,723
X-2082,8232
X-2082,16586
X-2082,12375
X-2082,16177
X-2082,16199
X-2082,15967
X-2082,14758
X-2082,8229
X-2082,15123
X-2082,13425
X-2082,12445
X-2082,2010
X-2082,14775
X-2082,16191
X-2082,8230
X-2082,14718
X-2082,5539
X-2082,5673
X-2082,17148
X-2082,9981
X-2082,14136
X-2082,10289
X-2082,2391
X-2082,15850
X-2082,8234
X-2082,6423
X-2082,16860
X-2082,3186
X-2082,13227
X-2082,15394
X-2082,13324
X-2082,16278
X-2082,6145
X-2082,1513
X-2082,13736
X-2082,16374
X-2082,7903
X-2082,15186
X-2082,8223
X-2082,14523
X-2082,15369
X-2082,3245
X-2082,12621
X-2082,3502
X-2082,8236
X-2082,10617
X-2082,16426
X-2082,11633
X-2082,7670
X-2082,12706
X-2082,4967
X-2082,8238
X-2082,9703
X-2082,3217
X-2082,9666
X-2082,9700
X-2082,9670
X-2082,9671
X-2082,4803
X-2082,10152
X-2082,9561
X-2082,967
X-2082,11669
X-2082,6746
X-2082,853
X-2082,16564
X-2082,15475
X-2082,7497
X-2082,7856
X-2082,5110
X-2082,12615
X-2088,16086
X-2088,16086
X-2088,1579
X-2088,13661
X-2088,8855
X-2088,11704
X-2088,11658
X-2088,12526
X-2088,8233
X-2088,9762
X-2088,16214
X-2088,1560
X-2088,13600
X-2088,829
X-2088,10350
X-2088,2280
X-2088,1233
X-2088,12299
X-2088,12413
X-2088,5219
X-2088,13601
X-2088,4121
X-2088,4014
X-2088,7420
X-2088,7965
X-2088,6198
X-2088,2522
X-2088,7273
X-2088,15667
X-2088,14086
X-2088,4804
X-2088,7997
X-2088,6308
X-2088,2604
X-2088,13917
X-2088,1904
X-2088,15810
X-2088,2560
X-2088,15292
X-2088,12544
X-2088,13168
X-2088,10967
X-2088,3297
X-2088,16068
X-2088,1935
X-2088,864
X-2088,1338
X-2088,9938
X-2088,15042
X-2088,6335
X-2088,7163
X-2088,4076
X-2088,1369
X-2088,1049
X-2088,8169
X-2088,2203
X-2088,1475
X-2088,15498
X-2088,13982
X-2088,12193
X-2088,570
X-2088,703
X-2088,7666
X-2088,7118
X-2088,5387
X-2088,1400
X-2088,15229
X-2088,1021
X-2088,7890
X-2088,2582
X-2088,8613
X-2088,2226
X-2088,15378
X-2088,5246
X-2088,7500
X-2088,15858
X-2088,3308
X-2088,11191
X-2088,8080
X-2088,848
X-2088,10125
X-2088,15080
X-2088,14298
X-2088,12062
X-2088,12007
X-2088,8241
X-2088,12933
X-2088,9587
X-2088,5074
X-2088,14002
X-2088,7414
X-2088,10210
X-2088,4688
X-2088,15272
X-2088,1405
X-2088,12021
X-2088,996
X-2088,13220
X-2088,13026
X-2088,5422
X-2088,12008
X-2088,9165
X-2088,6928
X-2088,15853
X-2088,4302
X-2088,15737
X-2088,12633
X-2088,320
X-2088,1675
X-2088,1250
X-2088,521
X-2088,6764
X-2088,13270
X-2088,12653
X-2088,9676
X-2088,240
X-2088,847
X-2088,13227
X-2088,16130
X-2088,6114
X-2088,1278
X-2088,16170
X-2088,15792
X-2088,15816
X-2088,10188
X-2088,14979
X-2088,14773
X-2088,296
X-2088,10465
X-2088,3337
X-2088,1474
X-2088,7517
X-2088,12277
X-2088,15592
X-2088,4467
X-2088,16441
X-2088,16081
X-2088,6814
X-2088,5806
X-2088,14753
X-2088,15814
X-2088,13948
X-2088,15607
X-2088,6256
X-2088,13466
X-2088,14798
X-2088,4700
X-2088,5555
X-2088,2414
X-2088,4836
X-2088,2872
X-2088,16303
X-2088,10089
X-2088,2314
X-2088,17015
X-2088,4032
X-2088,9203
X-2088,122
X-2088,9719
X-2088,291
X-2088,8106
X-2088,16643
X-2088,1559
X-2088,614
X-2088,15774
X-2088,10694
X-2088,14488
X-2088,10665
X-2088,10779
X-2088,9093
X-2088,12126
X-2088,12652
X-2088,16166
X-2088,15793
X-2088,625
X-2088,723
X-2088,8232
X-2088,16586
X-2088,13574
X-2088,12375
X-2088,16177
X-2088,16199
X-2088,15967
X-2088,14758
X-2088,8229
X-2088,15123
X-2088,13425
X-2088,14608
X-2088,2010
X-2088,14775
X-2088,16191
X-2088,8230
X-2088,3341
X-2088,14718
X-2088,5539
X-2088,9200
X-2088,5673
X-2088,17148
X-2088,9981
X-2088,14136
X-2088,7725
X-2088,10289
X-2088,2391
X-2088,15850
X-2088,8234
X-2088,6423
X-2088,16860
X-2088,3186
X-2088,13227
X-2088,15394
X-2088,13324
X-2088,16278
X-2088,6145
X-2088,1513
X-2088,13736
X-2088,16374
X-2088,7903
X-2088,15186
X-2088,8223
X-2088,14523
X-2088,15369
X-2088,8499
X-2088,9639
X-2088,3245
X-2088,12621
X-2088,3502
X-2088,8236
X-2088,10617
X-2088,16426
X-2088,11633
X-2088,7670
X-2088,12706
X-2088,4967
X-2088,8238
X-2088,9703
X-2088,3217
X-2088,9700
X-2088,9670
X-2088,9671
X-2088,9676
X-2088,4390
X-2088,698
X-2088,13540
X-2088,16819
X-2088,10219
X-2088,15894
X-2088,14461
X-2088,7949
X-2088,3250
X-2088,3161
X-2088,4444
X-2088,4803
X-2088,12079
X-2088,4306
X-2088,6060
X-2088,9561
X-2088,6334
X-2088,4067
X-2088,473
X-2088,13660
X-2088,13584
X-2088,7038
X-2088,631
X-2088,967
X-2088,11669
X-2088,14376
X-2088,853
X-2088,16564
X-2088,15475
X-2088,7497
X-2088,11624
X-2088,7856
X-2088,6426
X-2088,10771
X-2088,15357
X-2088,5110
X-2088,8751
X-2088,3768
X-2088,5516
X-2088,9892
X-2088,10376
X-2088,12615
X-2094,16086
X-2094,16086
X-2094,13661
X-2094,12526
X-2094,8233
X-2094,4559
X-2094,15535
X-2094,15960
X-2094,8555
X-2094,9337
X-2094,15810
X-2094,2560
X-2094,16327
X-2094,216
X-2094,15292
X-2094,13334
X-2094,12914
X-2094,1049
X-2094,4347
X-2094,1318
X-2094,7666
X-2094,5387
X-2094,1021
X-2094,2582
X-2094,3308
X-2094,11191
X-2094,16452
X-2094,848
X-2094,15080
X-2094,12933
X-2094,10210
X-2094,15272
X-2094,16993
X-2094,12008
X-2094,9165
X-2094,6928
X-2094,15853
X-2094,11561
X-2094,10478
X-2094,15737
X-2094,1675
X-2094,2420
X-2094,17092
X-2094,15792
X-2094,14202
X-2094,6814
X-2094,5806
X-2094,6256
X-2094,14798
X-2094,4700
X-2094,2414
X-2094,13887
X-2094,4805
X-2094,8106
X-2094,15774
X-2094,14488
X-2094,10665
X-2094,10779
X-2094,12126
X-2094,15793
X-2094,723
X-2094,8229
X-2094,15123
X-2094,13425
X-2094,14718
X-2094,5673
X-2094,9981
X-2094,14136
X-2094,10289
X-2094,2391
X-2094,15850
X-2094,8234
X-2094,6423
X-2094,16860
X-2094,3186
X-2094,13227
X-2094,15394
X-2094,13324
X-2094,16278
X-2094,6145
X-2094,1513
X-2094,13736
X-2094,7903
X-2094,14523
X-2094,3245
X-2094,3502
X-2094,8236
X-2094,10617
X-2094,16426
X-2094,11633
X-2094,7670
X-2094,12706
X-2094,9703
X-2094,3217
X-2094,9666
X-2094,9700
X-2094,9670
X-2094,9671
X-2094,9676
X-2094,4390
X-2094,804
X-2094,2202
X-2094,4803
X-2094,10152
X-2094,9561
X-2094,4067
X-2094,15228
X-2094,13584
X-2094,967
X-2094,11669
X-2094,16564
X-2094,7497
X-2094,11624
X-2094,329
X-2094,12615
X-2096,16086
X-2096,16086
X-2096,8855
X-2096,11704
X-2096,11658
X-2096,14436
X-2096,12526
X-2096,11123
X-2096,8233
X-2096,5942
X-2096,11921
X-2096,615
X-2096,2710
X-2096,4076
X-2096,7666
X-2096,5387
X-2096,1021
X-2096,4491
X-2096,3308
X-2096,11191
X-2096,848
X-2096,3691
X-2096,11946
X-2096,12062
X-2096,5678
X-2096,12933
X-2096,7414
X-2096,10210
X-2096,15272
X-2096,1405
X-2096,15825
X-2096,1553
X-2096,11553
X-2096,7684
X-2096,2652
X-2096,15737
X-2096,1250
X-2096,14202
X-2096,6814
X-2096,5806
X-2096,13890
X-2096,9811
X-2096,10553
X-2096,1232
X-2096,6256
X-2096,2615
X-2096,14798
X-2096,2414
X-2096,14775
X-2096,14718
X-2096,2391
X-2096,15850
X-2096,8234
X-2096,13227
X-2096,7903
X-2096,10617
X-2096,3217
X-2096,9668
X-2096,9671
X-2096,9672
X-2096,9674
X-2096,9676
X-2096,15211
X-2096,11742
X-2096,3737
X-2096,14603
X-2096,7924
X-2096,9686
X-2096,5255
X-2096,12218
X-2096,9683
X-2096,9681
X-2096,7003
X-2096,12079
X-2096,9561
X-2096,967
X-2096,11669
X-2096,2828
X-2096,853
X-2096,16564
X-2096,7497
X-2096,11624
X-2096,7856
X-2096,10771
X-2096,12615
X-2116,16086
X-2116,16086
X-2116,588
X-2116,12526
X-2116,11123
X-2116,8233
X-2116,4416
X-2116,3788
X-2116,4304
X-2116,1233
X-2116,15960
X-2116,6783
X-2116,11662
X-2116,15995
X-2116,15810
X-2116,11921
X-2116,1890
X-2116,15292
X-2116,16068
X-2116,14338
X-2116,7666
X-2116,7118
X-2116,5387
X-2116,1021
X-2116,15378
X-2116,9898
X-2116,3308
X-2116,11191
X-2116,848
X-2116,11946
X-2116,10125
X-2116,15080
X-2116,12933
X-2116,7414
X-2116,10210
X-2116,15272
X-2116,1405
X-2116,4301
X-2116,11553
X-2116,6928
X-2116,2652
X-2116,15737
X-2116,9676
X-2116,1278
X-2116,449
X-2116,16170
X-2116,15792
X-2116,4467
X-2116,16441
X-2116,14956
X-2116,6115
X-2116,4965
X-2116,5806
X-2116,13890
X-2116,13948
X-2116,6256
X-2116,2414
X-2116,8106
X-2116,14488
X-2116,10665
X-2116,10779
X-2116,9093
X-2116,12126
X-2116,16166
X-2116,15793
X-2116,625
X-2116,723
X-2116,8232
X-2116,16586
X-2116,12375
X-2116,16177
X-2116,16199
X-2116,15967
X-2116,8229
X-2116,15123
X-2116,13425
X-2116,2010
X-2116,14775
X-2116,16191
X-2116,14718
X-2116,5673
X-2116,17148
