model,protein
X-3019,4967
X-3019,8238
X-3019,9703
X-3019,9671
X-3019,3509
X-3019,967
X-3019,11669
X-3019,16564
X-3019,10771
X-3020,16086
X-3020,16086
X-3020,12526
X-3020,8233
X-3020,3120
X-3020,1233
X-3020,5219
X-3020,7420
X-3020,15960
X-3020,15667
X-3020,4804
X-3020,12763
X-3020,6308
X-3020,15810
X-3020,15292
X-3020,12544
X-3020,10967
X-3020,1935
X-3020,1338
X-3020,6335
X-3020,4076
X-3020,2203
X-3020,13982
X-3020,7666
X-3020,7118
X-3020,5387
X-3020,15229
X-3020,1021
X-3020,8613
X-3020,15378
X-3020,3308
X-3020,11191
X-3020,8080
X-3020,848
X-3020,10125
X-3020,15080
X-3020,14298
X-3020,12933
X-3020,9286
X-3020,12704
X-3020,13973
X-3020,11026
X-3020,14002
X-3020,10210
X-3020,15272
X-3020,1405
X-3020,12633
X-3020,320
X-3020,13270
X-3020,9676
X-3020,6114
X-3020,5369
X-3020,1278
X-3020,16170
X-3020,15792
X-3020,12277
X-3020,16441
X-3020,6814
X-3020,5806
X-3020,13948
X-3020,10423
X-3020,14798
X-3020,4700
X-3020,11453
X-3020,13887
X-3020,8106
X-3020,12363
X-3020,10694
X-3020,14488
X-3020,10665
X-3020,10779
X-3020,9093
X-3020,12126
X-3020,12652
X-3020,16166
X-3020,15793
X-3020,625
X-3020,723
X-3020,8232
X-3020,16586
X-3020,12375
X-3020,16177
X-3020,16199
X-3020,15967
X-3020,14758
X-3020,8229
X-3020,15123
X-3020,13425
X-3020,2010
X-3020,14775
X-3020,16191
X-3020,3341
X-3020,14718
X-3020,5539
X-3020,5673
X-3020,9981
X-3020,14136
X-3020,10289
X-3020,2391
X-3020,15850
X-3020,8234
X-3020,6423
X-3020,16860
X-3020,3186
X-3020,13227
X-3020,15394
X-3020,13324
X-3020,16278
X-3020,6145
X-3020,1513
X-3020,13736
X-3020,16374
X-3020,7903
X-3020,15186
X-3020,8223
X-3020,14523
X-3020,15369
X-3020,9639
X-3020,3245
X-3020,12621
X-3020,3502
X-3020,8236
X-3020,10617
X-3020,16426
X-3020,11633
X-3020,7670
X-3020,12706
X-3020,4967
X-3020,8238
X-3020,9703
X-3020,3217
X-3020,9671
X-3020,10418
X-3020,13540
X-3020,16434
X-3020,3195
X-3020,7949
X-3020,4803
X-3020,14382
X-3020,9561
X-3020,967
X-3020,11669
X-3020,853
X-3020,16564
X-3020,1605
X-3020,15475
X-3020,921
X-3020,7497
X-3020,11624
X-3020,5110
X-3020,6979
X-3020,5516
X-3020,9892
X-3020,10376
X-3020,12615
X-3028,16086
X-3028,16086
X-3028,13661
X-3028,12526
X-3028,8233
X-3028,12407
X-3028,4416
X-3028,5285
X-3028,15739
X-3028,15960
X-3028,4804
X-3028,2242
X-3028,8555
X-3028,6308
X-3028,12804
X-3028,15810
X-3028,216
X-3028,15292
X-3028,10967
X-3028,15042
X-3028,7163
X-3028,12914
X-3028,8693
X-3028,2203
X-3028,7666
X-3028,1021
X-3028,2582
X-3028,9340
X-3028,15378
X-3028,3308
X-3028,11191
X-3028,16452
X-3028,848
X-3028,10125
X-3028,15080
X-3028,12062
X-3028,12933
X-3028,12704
X-3028,13973
X-3028,11026
X-3028,7414
X-3028,10210
X-3028,1405
X-3028,16993
X-3028,7959
X-3028,13026
X-3028,11362
X-3028,12008
X-3028,9165
X-3028,6928
X-3028,15853
X-3028,10478
X-3028,15737
X-3028,1675
X-3028,2420
X-3028,4887
X-3028,15149
X-3028,2139
X-3028,16708
X-3028,17092
X-3028,449
X-3028,16170
X-3028,15792
X-3028,12277
X-3028,6814
X-3028,13948
X-3028,6256
X-3028,4700
X-3028,2414
X-3028,8106
X-3028,8250
X-3028,3820
X-3028,10665
X-3028,10779
X-3028,9093
X-3028,12126
X-3028,723
X-3028,16586
X-3028,12375
X-3028,16199
X-3028,15967
X-3028,15123
X-3028,13425
X-3028,2010
X-3028,14775
X-3028,14718
X-3028,5539
X-3028,5673
X-3028,9981
X-3028,10289
X-3028,2391
X-3028,15850
X-3028,8234
X-3028,6423
X-3028,3186
X-3028,15394
X-3028,13324
X-3028,6145
X-3028,13736
X-3028,7903
X-3028,8223
X-3028,15369
X-3028,3245
X-3028,12621
X-3028,3502
X-3028,10617
X-3028,11633
X-3028,12706
X-3028,4967
X-3028,9703
X-3028,3217
X-3028,9666
X-3028,9700
X-3028,9671
X-3028,4390
X-3028,4444
X-3028,4803
X-3028,746
X-3028,10152
X-3028,9561
X-3028,4067
X-3028,5080
X-3028,5202
X-3028,14360
X-3028,967
X-3028,11669
X-3028,16564
X-3028,12294
X-3028,12615
X-3029,16086
X-3029,16086
X-3029,13661
X-3029,12526
X-3029,11123
X-3029,8233
X-3029,4140
X-3029,4559
X-3029,10350
X-3029,9492
X-3029,3850
X-3029,2280
X-3029,1233
X-3029,15960
X-3029,1628
X-3029,7273
X-3029,8555
X-3029,5942
X-3029,6308
X-3029,15810
X-3029,11921
X-3029,15292
X-3029,15042
X-3029,12914
X-3029,2710
X-3029,4076
X-3029,1049
X-3029,529
X-3029,12193
X-3029,7666
X-3029,14367
X-3029,7118
X-3029,5387
X-3029,15330
X-3029,15229
X-3029,1021
X-3029,15378
X-3029,3308
X-3029,11191
X-3029,16452
X-3029,848
X-3029,5384
X-3029,10125
X-3029,15080
X-3029,11857
X-3029,12933
X-3029,12704
X-3029,7414
X-3029,10210
X-3029,15272
X-3029,1405
X-3029,13026
X-3029,3134
X-3029,1339
X-3029,5422
X-3029,12008
X-3029,9165
X-3029,15825
X-3029,15825
X-3029,11553
X-3029,6928
X-3029,15853
X-3029,10478
X-3029,15737
X-3029,12633
X-3029,1675
X-3029,2420
X-3029,15149
X-3029,13270
X-3029,9676
X-3029,15792
X-3029,15816
X-3029,12277
X-3029,16441
X-3029,16081
X-3029,6814
X-3029,5806
X-3029,5172
X-3029,13948
X-3029,1232
X-3029,6256
X-3029,14798
X-3029,4700
X-3029,2414
X-3029,13887
X-3029,4805
X-3029,8106
X-3029,16643
X-3029,14488
X-3029,10665
X-3029,10779
X-3029,9093
X-3029,12126
X-3029,16166
X-3029,15793
X-3029,723
X-3029,8232
X-3029,16586
X-3029,12375
X-3029,16177
X-3029,16199
X-3029,15967
X-3029,14758
X-3029,8229
X-3029,15123
X-3029,13425
X-3029,2010
X-3029,14775
X-3029,16191
X-3029,3341
X-3029,14718
X-3029,5539
X-3029,5673
X-3029,9981
X-3029,14136
X-3029,7725
X-3029,10289
X-3029,2391
X-3029,15850
X-3029,8234
X-3029,6423
X-3029,16860
X-3029,3186
X-3029,13227
X-3029,15394
X-3029,13324
X-3029,16278
X-3029,6145
X-3029,1513
X-3029,13736
X-3029,16374
X-3029,7903
X-3029,15186
X-3029,8223
X-3029,14523
X-3029,15369
X-3029,9639
X-3029,3245
X-3029,12621
X-3029,3502
X-3029,8236
X-3029,10617
X-3029,16426
X-3029,11633
X-3029,7670
X-3029,12706
X-3029,4967
X-3029,9703
X-3029,3217
X-3029,9666
X-3029,9700
X-3029,9668
X-3029,9670
X-3029,9671
X-3029,9674
X-3029,9676
X-3029,15403
X-3029,15859
X-3029,3737
X-3029,10219
X-3029,7924
X-3029,4803
X-3029,7003
X-3029,10152
X-3029,9561
X-3029,967
X-3029,11669
X-3029,853
X-3029,16564
X-3029,7497
X-3029,11624
X-3029,5110
X-3029,10376
X-3029,2686
X-3029,12615
X-3038,16086
X-3038,16086
X-3038,13661
X-3038,4544
X-3038,12526
X-3038,8233
X-3038,12407
X-3038,2548
X-3038,5285
X-3038,15739
X-3038,9492
X-3038,15960
X-3038,4804
X-3038,8555
X-3038,15810
X-3038,16327
X-3038,216
X-3038,15292
X-3038,10967
X-3038,15042
X-3038,8693
X-3038,1021
X-3038,3308
X-3038,11191
X-3038,16452
X-3038,848
X-3038,15080
X-3038,12062
X-3038,12933
X-3038,12704
X-3038,7414
X-3038,10210
X-3038,15272
X-3038,1405
X-3038,16993
X-3038,12008
X-3038,9165
X-3038,6928
X-3038,15853
X-3038,6630
X-3038,1675
X-3038,4887
X-3038,2139
X-3038,449
X-3038,16170
X-3038,15792
X-3038,12277
X-3038,5806
X-3038,13948
X-3038,6256
X-3038,2414
X-3038,4805
X-3038,8106
X-3038,8250
X-3038,14488
X-3038,12126
X-3038,15793
X-3038,723
X-3038,16586
X-3038,16199
X-3038,15967
X-3038,15123
X-3038,13425
X-3038,2010
X-3038,14775
X-3038,14718
X-3038,5673
X-3038,9981
X-3038,2391
X-3038,15850
X-3038,8234
X-3038,6423
X-3038,3186
X-3038,13324
X-3038,6145
X-3038,1513
X-3038,13736
X-3038,16374
X-3038,8223
X-3038,12621
X-3038,3502
X-3038,16426
X-3038,12706
X-3038,4967
X-3038,9703
X-3038,3217
X-3038,9671
X-3038,4390
X-3038,16434
X-3038,10219
X-3038,4444
X-3038,4803
X-3038,9561
X-3038,4067
X-3038,5080
X-3038,5202
X-3038,13584
X-3038,967
X-3038,11669
X-3038,16564
X-3038,10288
X-3038,12294
X-3038,10771
X-3038,12615
X-3041,16086
X-3041,16086
X-3041,12526
X-3041,8233
X-3041,7496
X-3041,15960
X-3041,6783
X-3041,854
X-3041,1195
X-3041,6308
X-3041,15810
X-3041,15292
X-3041,10967
X-3041,4495
X-3041,5091
X-3041,9175
X-3041,4750
X-3041,6335
X-3041,6054
X-3041,16957
X-3041,7163
X-3041,4076
X-3041,1475
X-3041,8581
X-3041,7666
X-3041,7118
X-3041,5387
X-3041,14800
X-3041,10759
X-3041,1021
X-3041,15378
X-3041,9898
X-3041,8308
X-3041,3308
X-3041,11191
X-3041,848
X-3041,15080
X-3041,10647
X-3041,12933
X-3041,4394
X-3041,5074
X-3041,10210
X-3041,15272
X-3041,1405
X-3041,16993
X-3041,7959
X-3041,13026
X-3041,11464
X-3041,15825
X-3041,15737
X-3041,320
X-3041,9597
X-3041,9676
X-3041,5405
X-3041,8930
X-3041,1278
X-3041,15792
X-3041,3530
X-3041,3647
X-3041,14979
X-3041,12277
X-3041,16441
X-3041,16081
X-3041,5806
X-3041,13948
X-3041,6256
X-3041,11044
X-3041,4700
X-3041,2414
X-3041,13887
X-3041,4032
X-3041,8106
X-3041,16643
X-3041,8563
X-3041,8377
X-3041,10694
X-3041,10665
X-3041,10779
X-3041,9093
X-3041,12126
X-3041,12652
X-3041,16166
X-3041,15793
X-3041,625
X-3041,723
X-3041,16586
X-3041,12375
X-3041,16177
X-3041,16199
X-3041,8229
X-3041,15123
X-3041,13425
X-3041,2010
X-3041,14775
X-3041,16191
X-3041,14718
X-3041,5539
X-3041,5673
X-3041,9981
X-3041,2391
X-3041,15850
X-3041,8234
X-3041,6423
X-3041,16860
X-3041,3186
X-3041,13227
X-3041,15394
X-3041,13324
X-3041,16278
X-3041,6145
X-3041,1513
X-3041,13736
X-3041,16374
X-3041,7903
X-3041,15186
X-3041,8223
X-3041,14523
X-3041,15369
X-3041,9639
X-3041,3245
X-3041,16413
X-3041,12621
X-3041,3502
X-3041,8236
X-3041,10617
X-3041,16426
X-3041,11633
X-3041,7670
X-3041,12706
X-3041,4967
X-3041,8238
X-3041,9703
X-3041,3217
X-3041,9665
X-3041,9700
X-3041,9670
X-3041,9671
X-3041,698
X-3041,13184
X-3041,3195
X-3041,916
X-3041,4306
X-3041,14382
X-3041,15278
X-3041,9561
X-3041,473
X-3041,2419
X-3041,967
X-3041,11669
X-3041,11325
X-3041,8160
X-3041,16564
X-3041,7497
X-3041,11624
X-3041,5110
X-3041,8751
X-3041,15765
X-3041,10376
X-3041,12615
X-3042,14088
X-3042,16086
X-3042,16086
X-3042,12526
X-3042,1465
X-3042,2280
X-3042,1233
X-3042,11662
X-3042,8555
X-3042,15292
X-3042,12544
X-3042,4495
X-3042,15095
X-3042,12164
X-3042,14367
X-3042,7118
X-3042,5387
X-3042,15229
X-3042,6382
X-3042,5296
X-3042,15378
X-3042,848
X-3042,10125
X-3042,15080
X-3042,14002
X-3042,7899
X-3042,10210
X-3042,15272
X-3042,1405
X-3042,991
X-3042,11731
X-3042,320
X-3042,9676
X-3042,15792
X-3042,15816
X-3042,16545
X-3042,12277
X-3042,4467
X-3042,2770
X-3042,13948
X-3042,6256
X-3042,6436
X-3042,8106
X-3042,16643
X-3042,1586
X-3042,14488
X-3042,10665
X-3042,10779
X-3042,9093
X-3042,5383
X-3042,12126
X-3042,12652
X-3042,5493
X-3042,16166
X-3042,15793
X-3042,625
X-3042,723
X-3042,8232
X-3042,16586
X-3042,12375
X-3042,16177
X-3042,16199
X-3042,15967
X-3042,14758
X-3042,8229
X-3042,15123
X-3042,13425
X-3042,14608
X-3042,12445
X-3042,2010
X-3042,14775
X-3042,16191
X-3042,3341
X-3042,14718
X-3042,5539
X-3042,5673
X-3042,9981
X-3042,14136
X-3042,7725
X-3042,10289
X-3042,2391
X-3042,15850
X-3042,8234
X-3042,6423
X-3042,16860
X-3042,3186
X-3042,13227
X-3042,15394
X-3042,13324
X-3042,16278
X-3042,6145
X-3042,1513
X-3042,13736
X-3042,16374
X-3042,7903
X-3042,15186
X-3042,8223
X-3042,14523
X-3042,15369
X-3042,3245
X-3042,12621
X-3042,3502
X-3042,8236
X-3042,10617
X-3042,16426
X-3042,11633
X-3042,7670
X-3042,12706
X-3042,4967
X-3042,8238
X-3042,17010
X-3042,967
X-3042,11669
X-3042,853
X-3042,16564
X-3042,7497
X-3042,11624
X-3042,5110
X-3042,1431
X-3042,15765
X-3042,10376
X-3050,16086
X-3050,16086
X-3050,12526
X-3050,11123
X-3050,8233
X-3050,2280
X-3050,15960
X-3050,7273
X-3050,6308
X-3050,14054
X-3050,15810
X-3050,15292
X-3050,12544
X-3050,756
X-3050,6335
X-3050,11078
X-3050,7666
X-3050,5387
X-3050,15229
X-3050,1021
X-3050,15378
X-3050,9898
X-3050,3308
X-3050,11191
X-3050,848
X-3050,15080
X-3050,12933
X-3050,12704
X-3050,13973
X-3050,11026
X-3050,7414
X-3050,10210
X-3050,15272
X-3050,1405
X-3050,12623
X-3050,15737
X-3050,12633
X-3050,320
X-3050,9676
X-3050,1278
X-3050,15792
X-3050,15816
X-3050,16441
X-3050,6814
X-3050,5806
X-3050,14753
X-3050,13948
X-3050,10553
X-3050,6256
X-3050,4700
X-3050,5555
X-3050,2414
X-3050,2872
X-3050,13887
X-3050,8106
X-3050,11740
X-3050,14488
X-3050,10779
X-3050,9093
X-3050,15793
X-3050,723
X-3050,8232
X-3050,16586
X-3050,12375
X-3050,16177
X-3050,16199
X-3050,8229
X-3050,15123
X-3050,13425
X-3050,2010
X-3050,14775
X-3050,16191
X-3050,14718
X-3050,5539
X-3050,5673
X-3050,9981
X-3050,10289
X-3050,2391
X-3050,15850
X-3050,8234
X-3050,6423
X-3050,3186
X-3050,13227
X-3050,15394
X-3050,13324
X-3050,6145
X-3050,1513
X-3050,13736
X-3050,16374
X-3050,7903
X-3050,15186
X-3050,8223
X-3050,14523
X-3050,3245
X-3050,12621
X-3050,3502
X-3050,10617
X-3050,11633
X-3050,7670
X-3050,12706
X-3050,4967
X-3050,3217
X-3050,9671
X-3050,13540
X-3050,3195
X-3050,9561
X-3050,14604
X-3050,473
X-3050,967
X-3050,11669
X-3050,853
X-3050,16564
X-3050,15475
X-3050,7497
X-3050,11624
X-3050,10771
X-3050,5110
X-3050,3768
X-3050,15765
X-3050,10376
X-3050,2686
X-3050,12615
X-3052,16086
X-3052,16086
X-3052,13661
X-3052,12526
X-3052,8819
X-3052,8233
X-3052,12407
X-3052,4416
X-3052,2548
X-3052,15535
X-3052,7496
X-3052,9492
X-3052,1233
X-3052,4841
X-3052,5219
X-3052,4121
X-3052,6960
X-3052,7420
X-3052,15960
X-3052,7273
X-3052,11662
X-3052,15667
X-3052,4804
X-3052,2242
X-3052,8555
X-3052,15810
X-3052,216
X-3052,15292
X-3052,12544
X-3052,14355
X-3052,10967
X-3052,5498
X-3052,16068
X-3052,1935
X-3052,864
X-3052,1338
X-3052,15042
X-3052,6335
X-3052,12914
X-3052,4076
X-3052,8693
X-3052,2203
X-3052,6047
X-3052,1475
X-3052,12193
X-3052,7666
X-3052,12164
X-3052,14367
X-3052,7118
X-3052,5387
X-3052,14800
X-3052,552
X-3052,10759
X-3052,1021
X-3052,2582
X-3052,8613
X-3052,9340
X-3052,15378
X-3052,3308
X-3052,11191
X-3052,16452
X-3052,848
X-3052,10125
X-3052,15080
X-3052,48
X-3052,14298
X-3052,12062
X-3052,8241
X-3052,10647
X-3052,12933
X-3052,9273
X-3052,5074
X-3052,12704
X-3052,13973
X-3052,11026
X-3052,7414
X-3052,15272
X-3052,1405
X-3052,16993
X-3052,7959
X-3052,15276
X-3052,11362
X-3052,12008
X-3052,9165
X-3052,6928
X-3052,15853
X-3052,4302
X-3052,1675
X-3052,2420
X-3052,4887
X-3052,15149
X-3052,2139
X-3052,10595
X-3052,13270
X-3052,7627
X-3052,12653
X-3052,9676
X-3052,2056
X-3052,17092
X-3052,5069
X-3052,449
X-3052,16170
X-3052,15792
X-3052,14979
X-3052,7028
X-3052,3452
X-3052,10465
X-3052,7517
X-3052,12277
X-3052,4467
X-3052,6231
X-3052,16441
X-3052,14956
X-3052,6814
X-3052,5806
X-3052,13948
X-3052,6256
X-3052,14798
X-3052,4700
X-3052,2414
X-3052,2872
X-3052,9009
X-3052,10089
X-3052,4032
X-3052,8106
X-3052,12865
X-3052,14018
X-3052,3820
X-3052,10694
X-3052,14488
X-3052,10665
X-3052,10779
X-3052,9093
X-3052,5383
X-3052,12126
X-3052,12652
X-3052,16166
X-3052,15793
X-3052,625
X-3052,723
X-3052,8232
X-3052,16586
X-3052,13574
X-3052,12375
X-3052,16177
X-3052,16199
X-3052,15967
X-3052,14758
X-3052,8229
X-3052,15123
X-3052,13425
X-3052,14608
X-3052,12445
X-3052,2010
X-3052,14775
X-3052,16191
X-3052,8230
X-3052,3341
X-3052,14718
X-3052,5539
X-3052,5673
X-3052,9981
X-3052,10289
X-3052,2391
X-3052,15850
X-3052,8234
X-3052,6423
X-3052,16860
X-3052,3186
X-3052,13227
X-3052,15394
X-3052,13324
X-3052,16278
X-3052,6145
X-3052,1513
X-3052,13736
X-3052,16374
X-3052,7903
X-3052,15186
X-3052,8223
X-3052,14523
X-3052,15369
X-3052,9639
X-3052,3245
X-3052,16413
X-3052,12621
X-3052,3502
X-3052,8236
X-3052,10617
X-3052,16426
X-3052,11633
X-3052,7670
X-3052,12706
X-3052,4967
X-3052,8238
X-3052,9703
X-3052,3217
X-3052,9666
X-3052,9700
X-3052,9668
X-3052,9670
X-3052,9671
X-3052,4390
X-3052,16434
X-3052,3195
X-3052,10219
X-3052,4812
X-3052,7924
X-3052,4444
X-3052,4803
X-3052,12079
X-3052,4306
X-3052,6060
X-3052,746
X-3052,9561
X-3052,2340
X-3052,4067
X-3052,5080
X-3052,5202
X-3052,14360
X-3052,967
X-3052,11669
X-3052,6746
X-3052,853
X-3052,16564
X-3052,12294
X-3052,12654
X-3052,7497
X-3052,7856
X-3052,10771
X-3052,5110
X-3052,8751
X-3052,2603
X-3052,2847
X-3052,10376
X-3052,12615
X-3056,16086
X-3056,16086
X-3056,13661
X-3056,8855
X-3056,12526
X-3056,8819
X-3056,8233
X-3056,5219
X-3056,15960
X-3056,11662
X-3056,4804
X-3056,2242
X-3056,8555
X-3056,15810
X-3056,15292
X-3056,14355
X-3056,10967
X-3056,16068
X-3056,15042
X-3056,12914
X-3056,4076
X-3056,8195
X-3056,8693
X-3056,2203
X-3056,395
X-3056,570
X-3056,7666
X-3056,12164
X-3056,7118
X-3056,5387
X-3056,1021
X-3056,2582
X-3056,9340
X-3056,4326
X-3056,15378
X-3056,596
X-3056,16800
X-3056,3308
X-3056,11191
X-3056,16452
X-3056,848
X-3056,10125
X-3056,15080
X-3056,12933
X-3056,12704
X-3056,11026
X-3056,7899
X-3056,571
X-3056,10210
X-3056,15272
X-3056,6448
X-3056,12008
X-3056,9165
X-3056,15853
X-3056,15737
X-3056,12633
X-3056,1675
X-3056,4887
X-3056,15149
X-3056,2139
X-3056,9676
X-3056,17092
X-3056,449
X-3056,16170
X-3056,15792
X-3056,15816
X-3056,14202
X-3056,14979
X-3056,12277
X-3056,4467
X-3056,16441
X-3056,5806
X-3056,13948
X-3056,1232
X-3056,6256
X-3056,14798
X-3056,2414
X-3056,4805
X-3056,8106
X-3056,8250
X-3056,12865
X-3056,10665
X-3056,10779
X-3056,9093
X-3056,5383
X-3056,12126
X-3056,12652
X-3056,16166
X-3056,15793
X-3056,625
X-3056,723
X-3056,8232
X-3056,16586
X-3056,12375
X-3056,16177
X-3056,16199
X-3056,15967
X-3056,14758
X-3056,8229
X-3056,15123
X-3056,13425
X-3056,14608
X-3056,12445
X-3056,2010
X-3056,14775
X-3056,16191
X-3056,8230
X-3056,3341
X-3056,14718
X-3056,5539
X-3056,5673
X-3056,17148
X-3056,9981
X-3056,14136
X-3056,7725
X-3056,10289
X-3056,2391
X-3056,15850
X-3056,8234
X-3056,6423
X-3056,16860
X-3056,3186
X-3056,13227
X-3056,15394
X-3056,13324
X-3056,16278
X-3056,6145
X-3056,1513
X-3056,13736
X-3056,16374
X-3056,7903
X-3056,15186
X-3056,8223
X-3056,14523
X-3056,15369
X-3056,8499
X-3056,9639
X-3056,3245
X-3056,12621
X-3056,3502
X-3056,8236
X-3056,10617
X-3056,16426
X-3056,11633
X-3056,7670
X-3056,12706
X-3056,4967
X-3056,8238
X-3056,9703
X-3056,3217
X-3056,9671
X-3056,4390
X-3056,11685
X-3056,17054
X-3056,4803
X-3056,9561
X-3056,4067
X-3056,4066
X-3056,967
X-3056,11669
X-3056,853
X-3056,16564
X-3056,12294
X-3056,11624
X-3056,10771
X-3056,5110
X-3056,6147
X-3056,10376
X-3077,16086
X-3077,16086
X-3077,1579
X-3077,12526
X-3077,8233
X-3077,2548
X-3077,3788
X-3077,7496
X-3077,1233
X-3077,5219
X-3077,4114
X-3077,15960
X-3077,15667
X-3077,8555
X-3077,15810
X-3077,2214
X-3077,15292
X-3077,10967
X-3077,5934
X-3077,6335
X-3077,15327
X-3077,1049
X-3077,7666
X-3077,14367
X-3077,7118
X-3077,5387
X-3077,1021
X-3077,15378
X-3077,3308
X-3077,11191
X-3077,15206
X-3077,848
X-3077,10125
X-3077,15080
X-3077,10647
X-3077,12933
X-3077,12704
X-3077,13973
X-3077,11026
X-3077,7414
X-3077,10210
X-3077,15272
X-3077,1405
X-3077,11731
X-3077,9165
X-3077,6928
X-3077,15853
X-3077,11561
X-3077,10478
X-3077,320
X-3077,15149
X-3077,13270
X-3077,839
X-3077,9676
X-3077,1278
X-3077,15792
X-3077,12277
X-3077,4467
X-3077,16441
X-3077,6814
X-3077,5806
X-3077,13948
X-3077,6256
X-3077,4700
X-3077,2414
X-3077,13887
X-3077,17015
X-3077,4032
X-3077,8106
X-3077,15774
X-3077,10694
X-3077,10665
X-3077,10779
X-3077,9093
X-3077,12126
X-3077,15793
X-3077,723
X-3077,8232
X-3077,16586
X-3077,12375
X-3077,16177
X-3077,16199
X-3077,8229
X-3077,15123
X-3077,13425
X-3077,2010
X-3077,14775
X-3077,16191
X-3077,14718
X-3077,5539
X-3077,5673
X-3077,9981
X-3077,14136
X-3077,7725
X-3077,10289
X-3077,2391
X-3077,15850
X-3077,8234
X-3077,6423
X-3077,16860
X-3077,3186
X-3077,13227
X-3077,15394
X-3077,13324
X-3077,6145
X-3077,1513
X-3077,13736
X-3077,16374
X-3077,7903
X-3077,15186
X-3077,8223
X-3077,14523
X-3077,15369
X-3077,8499
X-3077,9639
X-3077,3245
X-3077,12621
X-3077,3502
X-3077,8236
X-3077,10617
X-3077,16426
X-3077,11633
X-3077,7670
X-3077,12706
X-3077,4967
X-3077,9703
X-3077,3217
X-3077,9671
X-3077,15879
X-3077,4803
X-3077,11853
X-3077,10152
X-3077,9561
X-3077,2068
X-3077,967
X-3077,11669
X-3077,853
X-3077,8701
X-3077,16564
X-3077,12654
X-3077,7497
X-3077,11624
X-3077,5110
X-3077,15765
X-3077,12615
X-3078,16086
X-3078,16086
X-3078,1579
X-3078,12526
X-3078,11123
X-3078,8233
X-3078,7496
X-3078,1233
X-3078,5219
X-3078,15191
X-3078,4114
X-3078,15960
X-3078,8555
X-3078,13952
X-3078,15810
X-3078,11921
X-3078,2214
X-3078,15292
X-3078,10967
X-3078,2362
X-3078,6335
X-3078,7163
X-3078,15327
X-3078,1049
X-3078,7666
X-3078,12164
X-3078,7118
X-3078,5387
X-3078,14800
X-3078,1021
X-3078,15378
X-3078,7081
X-3078,3308
X-3078,11191
X-3078,848
X-3078,10125
X-3078,15080
X-3078,10647
X-3078,12933
X-3078,9587
X-3078,16858
X-3078,12704
X-3078,13973
X-3078,11026
X-3078,14002
X-3078,7414
X-3078,10210
X-3078,4688
X-3078,6556
X-3078,1405
X-3078,11731
X-3078,4301
X-3078,5422
X-3078,9165
X-3078,6928
X-3078,15853
X-3078,11561
X-3078,320
X-3078,2420
X-3078,9597
X-3078,9676
X-3078,1278
X-3078,352
X-3078,15792
X-3078,3530
X-3078,15816
X-3078,12277
X-3078,4467
X-3078,16441
X-3078,6814
X-3078,5806
X-3078,13948
X-3078,6256
X-3078,203
X-3078,4700
X-3078,13887
X-3078,17015
X-3078,4032
X-3078,2007
X-3078,8106
X-3078,15774
X-3078,10665
X-3078,10779
X-3078,9093
X-3078,12126
X-3078,16166
X-3078,15793
X-3078,723
X-3078,8232
X-3078,16586
X-3078,12375
X-3078,16177
X-3078,16199
X-3078,8229
X-3078,15123
X-3078,13425
X-3078,12445
X-3078,2010
X-3078,14775
X-3078,16191
X-3078,14718
X-3078,5539
X-3078,5673
X-3078,9981
X-3078,14136
X-3078,7725
X-3078,10289
X-3078,2391
X-3078,15850
X-3078,8234
X-3078,6423
X-3078,16860
X-3078,3186
X-3078,13227
X-3078,15394
X-3078,13324
X-3078,6145
X-3078,1513
X-3078,13736
X-3078,16374
X-3078,7903
X-3078,15186
X-3078,8223
X-3078,14523
X-3078,15369
X-3078,8499
X-3078,9639
X-3078,3245
X-3078,12621
X-3078,3502
X-3078,8236
X-3078,10617
X-3078,16426
X-3078,11633
X-3078,7670
X-3078,12706
X-3078,4967
X-3078,8238
X-3078,9703
X-3078,3217
X-3078,9671
X-3078,15879
X-3078,16178
X-3078,10219
X-3078,916
X-3078,4803
X-3078,12079
X-3078,10152
X-3078,15278
X-3078,9561
X-3078,5080
X-3078,12885
X-3078,967
X-3078,11669
X-3078,853
X-3078,8701
X-3078,16564
X-3078,12654
X-3078,7497
X-3078,11624
X-3078,10771
X-3078,5110
X-3078,15765
X-3078,12615
X-3083,16086
X-3083,16086
X-3083,3828
X-3083,12526
X-3083,8233
X-3083,1233
X-3083,15960
X-3083,7273
X-3083,4804
X-3083,5942
X-3083,6308
X-3083,15810
X-3083,11921
X-3083,15292
X-3083,16068
X-3083,6335
X-3083,12914
X-3083,4076
X-3083,1049
X-3083,2203
X-3083,7666
X-3083,14367
X-3083,7118
X-3083,1021
X-3083,15378
X-3083,3308
X-3083,11191
X-3083,16452
X-3083,848
X-3083,11946
X-3083,10125
X-3083,15080
X-3083,12933
X-3083,12704
X-3083,13973
X-3083,11026
X-3083,14002
X-3083,10210
X-3083,1405
X-3083,16993
X-3083,13680
X-3083,12784
X-3083,11362
X-3083,11115
X-3083,1339
X-3083,149
X-3083,5422
X-3083,12008
X-3083,9165
X-3083,6928
X-3083,15853
X-3083,15737
X-3083,320
X-3083,13270
X-3083,9676
X-3083,15792
X-3083,15816
X-3083,14202
X-3083,12277
X-3083,16441
X-3083,6814
X-3083,13948
X-3083,6256
X-3083,14798
X-3083,4700
X-3083,5555
X-3083,2414
X-3083,4805
X-3083,8106
X-3083,14488
X-3083,10665
X-3083,10779
X-3083,12126
