model,protein
X-2470,16452
X-2470,8080
X-2470,5290
X-2470,848
X-2470,10125
X-2470,15080
X-2470,10055
X-2470,14298
X-2470,12062
X-2470,8241
X-2470,84
X-2470,12933
X-2470,9273
X-2470,9286
X-2470,9587
X-2470,5074
X-2470,12704
X-2470,13973
X-2470,11026
X-2470,14002
X-2470,7899
X-2470,7414
X-2470,10210
X-2470,4688
X-2470,15272
X-2470,1405
X-2470,12021
X-2470,996
X-2470,2032
X-2470,16993
X-2470,7959
X-2470,17083
X-2470,13026
X-2470,3404
X-2470,3137
X-2470,30
X-2470,12623
X-2470,220
X-2470,11362
X-2470,12360
X-2470,2437
X-2470,12008
X-2470,9165
X-2470,6928
X-2470,15853
X-2470,4302
X-2470,10478
X-2470,15737
X-2470,12633
X-2470,320
X-2470,1675
X-2470,2420
X-2470,4887
X-2470,9597
X-2470,16798
X-2470,15149
X-2470,2139
X-2470,16708
X-2470,7627
X-2470,12653
X-2470,9676
X-2470,2056
X-2470,11947
X-2470,17092
X-2470,12118
X-2470,449
X-2470,16170
X-2470,15792
X-2470,3647
X-2470,15816
X-2470,11212
X-2470,14202
X-2470,10188
X-2470,14979
X-2470,14732
X-2470,3452
X-2470,1474
X-2470,7517
X-2470,12277
X-2470,15904
X-2470,4467
X-2470,16441
X-2470,14956
X-2470,479
X-2470,16081
X-2470,6814
X-2470,5806
X-2470,14753
X-2470,5172
X-2470,4740
X-2470,4215
X-2470,15814
X-2470,13948
X-2470,10553
X-2470,6256
X-2470,6273
X-2470,10423
X-2470,7690
X-2470,13466
X-2470,11044
X-2470,14798
X-2470,4700
X-2470,5555
X-2470,2414
X-2470,2872
X-2470,13887
X-2470,4805
X-2470,16303
X-2470,10089
X-2470,17015
X-2470,4032
X-2470,122
X-2470,11934
X-2470,8106
X-2470,16643
X-2470,6855
X-2470,614
X-2470,12865
X-2470,15774
X-2470,1760
X-2470,14018
X-2470,3820
X-2470,15067
X-2470,10694
X-2470,14488
X-2470,10665
X-2470,10779
X-2470,9093
X-2470,12126
X-2470,12652
X-2470,5493
X-2470,16166
X-2470,15793
X-2470,625
X-2470,723
X-2470,8232
X-2470,16586
X-2470,13574
X-2470,12375
X-2470,16177
X-2470,16199
X-2470,15967
X-2470,14758
X-2470,8229
X-2470,15123
X-2470,13425
X-2470,14608
X-2470,12445
X-2470,2010
X-2470,14775
X-2470,16191
X-2470,8230
X-2470,3341
X-2470,14718
X-2470,5539
X-2470,9200
X-2470,5673
X-2470,17148
X-2470,9981
X-2470,14136
X-2470,7725
X-2470,10289
X-2470,2391
X-2470,15850
X-2470,8234
X-2470,6423
X-2470,16860
X-2470,3186
X-2470,13227
X-2470,15394
X-2470,13324
X-2470,16278
X-2470,6145
X-2470,1513
X-2470,13736
X-2470,16374
X-2470,7903
X-2470,15186
X-2470,8223
X-2470,14523
X-2470,15369
X-2470,8499
X-2470,9639
X-2470,3245
X-2470,12621
X-2470,3502
X-2470,8236
X-2470,10617
X-2470,16426
X-2470,11633
X-2470,7670
X-2470,12706
X-2470,4967
X-2470,8238
X-2470,1345
X-2470,9703
X-2470,3217
X-2470,9666
X-2470,9700
X-2470,9670
X-2470,9671
X-2470,4390
X-2470,15859
X-2470,11742
X-2470,13540
X-2470,16719
X-2470,16434
X-2470,3195
X-2470,16819
X-2470,16178
X-2470,10219
X-2470,7924
X-2470,10292
X-2470,14461
X-2470,3250
X-2470,3161
X-2470,11521
X-2470,4803
X-2470,12079
X-2470,6060
X-2470,746
X-2470,11853
X-2470,9561
X-2470,2340
X-2470,7371
X-2470,4067
X-2470,4066
X-2470,15228
X-2470,473
X-2470,13660
X-2470,5080
X-2470,5202
X-2470,14360
X-2470,13584
X-2470,4681
X-2470,7038
X-2470,631
X-2470,1027
X-2470,967
X-2470,11669
X-2470,6746
X-2470,853
X-2470,8701
X-2470,16564
X-2470,1605
X-2470,15475
X-2470,12294
X-2470,12654
X-2470,7497
X-2470,11624
X-2470,7856
X-2470,10771
X-2470,5110
X-2470,8751
X-2470,5516
X-2470,2603
X-2470,15765
X-2470,10376
X-2470,12615
X-2471,16086
X-2471,16086
X-2471,12526
X-2471,11123
X-2471,8233
X-2471,1465
X-2471,4140
X-2471,9762
X-2471,2548
X-2471,15535
X-2471,13057
X-2471,3120
X-2471,5828
X-2471,829
X-2471,10350
X-2471,15739
X-2471,2280
X-2471,1233
X-2471,12299
X-2471,12413
X-2471,4841
X-2471,5219
X-2471,4121
X-2471,4014
X-2471,6960
X-2471,7420
X-2471,7965
X-2471,15960
X-2471,5569
X-2471,6469
X-2471,7273
X-2471,1568
X-2471,11662
X-2471,15667
X-2471,1195
X-2471,8555
X-2471,6308
X-2471,1333
X-2471,17097
X-2471,6668
X-2471,13917
X-2471,4305
X-2471,15810
X-2471,37
X-2471,2560
X-2471,11921
X-2471,13332
X-2471,14761
X-2471,9605
X-2471,15292
X-2471,12544
X-2471,12518
X-2471,14355
X-2471,10967
X-2471,1181
X-2471,7455
X-2471,16068
X-2471,6086
X-2471,1935
X-2471,864
X-2471,1338
X-2471,15163
X-2471,9938
X-2471,14694
X-2471,15042
X-2471,6335
X-2471,7163
X-2471,12914
X-2471,8195
X-2471,10767
X-2471,2203
X-2471,6047
X-2471,12648
X-2471,747
X-2471,11530
X-2471,12041
X-2471,12193
X-2471,8581
X-2471,703
X-2471,7666
X-2471,12164
X-2471,14367
X-2471,7118
X-2471,5387
X-2471,14800
X-2471,354
X-2471,1616
X-2471,15200
X-2471,15229
X-2471,1021
X-2471,7890
X-2471,2582
X-2471,8613
X-2471,7063
X-2471,10551
X-2471,15378
X-2471,13052
X-2471,9898
X-2471,11053
X-2471,6536
X-2471,3308
X-2471,11191
X-2471,1667
X-2471,6473
X-2471,7778
X-2471,848
X-2471,12257
X-2471,10125
X-2471,5150
X-2471,15080
X-2471,14298
X-2471,10647
X-2471,12933
X-2471,6953
X-2471,4394
X-2471,9286
X-2471,9587
X-2471,5074
X-2471,12704
X-2471,13973
X-2471,11026
X-2471,14002
X-2471,4413
X-2471,11687
X-2471,7899
X-2471,8298
X-2471,15915
X-2471,8526
X-2471,11034
X-2471,7414
X-2471,10210
X-2471,4688
X-2471,15272
X-2471,1405
X-2471,12021
X-2471,996
X-2471,16220
X-2471,16993
X-2471,7959
X-2471,13356
X-2471,13026
X-2471,991
X-2471,14174
X-2471,11464
X-2471,5006
X-2471,160
X-2471,12008
X-2471,9165
X-2471,6928
X-2471,15853
X-2471,14107
X-2471,10478
X-2471,320
X-2471,2420
X-2471,9597
X-2471,15025
X-2471,15149
X-2471,16708
X-2471,521
X-2471,6764
X-2471,13270
X-2471,9676
X-2471,7066
X-2471,6128
X-2471,4357
X-2471,1614
X-2471,16130
X-2471,11947
X-2471,1278
X-2471,12932
X-2471,449
X-2471,16170
X-2471,15792
X-2471,15816
X-2471,11212
X-2471,10188
X-2471,14979
X-2471,14773
X-2471,296
X-2471,3452
X-2471,10465
X-2471,7517
X-2471,12277
X-2471,3419
X-2471,7142
X-2471,4467
X-2471,4062
X-2471,16441
X-2471,16081
X-2471,6814
X-2471,5806
X-2471,14753
X-2471,5172
X-2471,8838
X-2471,2146
X-2471,15814
X-2471,13948
X-2471,1129
X-2471,6256
X-2471,4700
X-2471,2414
X-2471,4836
X-2471,2872
X-2471,16235
X-2471,13887
X-2471,16303
X-2471,10089
X-2471,2314
X-2471,4032
X-2471,5594
X-2471,16887
X-2471,8106
X-2471,16643
X-2471,1464
X-2471,9017
X-2471,16264
X-2471,15774
X-2471,14018
X-2471,10694
X-2471,14488
X-2471,10665
X-2471,10779
X-2471,9093
X-2471,12126
X-2471,12652
X-2471,5493
X-2471,16166
X-2471,15793
X-2471,625
X-2471,723
X-2471,8232
X-2471,16586
X-2471,12375
X-2471,16177
X-2471,16199
X-2471,14758
X-2471,8229
X-2471,15123
X-2471,13425
X-2471,14608
X-2471,12445
X-2471,2010
X-2471,14775
X-2471,16191
X-2471,3341
X-2471,14718
X-2471,5539
X-2471,9200
X-2471,5673
X-2471,17148
X-2471,9981
X-2471,14136
X-2471,7725
X-2471,10289
X-2471,2391
X-2471,15850
X-2471,8234
X-2471,6423
X-2471,16860
X-2471,3186
X-2471,13227
X-2471,15394
X-2471,13324
X-2471,16278
X-2471,6145
X-2471,1513
X-2471,13736
X-2471,16374
X-2471,7903
X-2471,15186
X-2471,8223
X-2471,14523
X-2471,15369
X-2471,8499
X-2471,9639
X-2471,3245
X-2471,16413
X-2471,12621
X-2471,3502
X-2471,8236
X-2471,10617
X-2471,16426
X-2471,11633
X-2471,7670
X-2471,12706
X-2471,4967
X-2471,8238
X-2471,4102
X-2471,3217
X-2471,9665
X-2471,9700
X-2471,9668
X-2471,9670
X-2471,9671
X-2471,15859
X-2471,698
X-2471,10409
X-2471,16819
X-2471,16178
X-2471,14603
X-2471,7507
X-2471,7924
X-2471,13832
X-2471,3186
X-2471,10289
X-2471,14461
X-2471,15915
X-2471,3161
X-2471,4803
X-2471,12079
X-2471,3035
X-2471,12190
X-2471,865
X-2471,4306
X-2471,3509
X-2471,14382
X-2471,14242
X-2471,746
X-2471,10152
X-2471,9561
X-2471,5247
X-2471,2340
X-2471,297
X-2471,5080
X-2471,13584
X-2471,288
X-2471,7038
X-2471,8317
X-2471,967
X-2471,11669
X-2471,15955
X-2471,6746
X-2471,853
X-2471,8160
X-2471,16564
X-2471,15475
X-2471,7497
X-2471,11624
X-2471,7856
X-2471,10771
X-2471,16141
X-2471,17102
X-2471,8751
X-2471,3768
X-2471,5250
X-2471,5516
X-2471,16624
X-2471,2332
X-2471,12174
X-2471,16314
X-2471,10376
X-2471,1606
X-2471,12615
X-2483,16086
X-2483,16086
X-2483,588
X-2483,13661
X-2483,9209
X-2483,12526
X-2483,8233
X-2483,12407
X-2483,4140
X-2483,15535
X-2483,5220
X-2483,3120
X-2483,13600
X-2483,4304
X-2483,829
X-2483,10350
X-2483,7496
X-2483,15739
X-2483,2280
X-2483,1233
X-2483,12413
X-2483,5219
X-2483,4121
X-2483,4014
X-2483,15363
X-2483,6960
X-2483,7420
X-2483,15960
X-2483,6448
X-2483,7273
X-2483,11662
X-2483,15667
X-2483,14086
X-2483,4804
X-2483,8555
X-2483,6308
X-2483,14054
X-2483,13917
X-2483,12804
X-2483,5496
X-2483,15810
X-2483,11921
X-2483,16327
X-2483,15292
X-2483,12544
X-2483,13168
X-2483,12518
X-2483,14355
X-2483,8938
X-2483,10967
X-2483,9175
X-2483,16068
X-2483,1935
X-2483,864
X-2483,1338
X-2483,9938
X-2483,15042
X-2483,6335
X-2483,7163
X-2483,12914
X-2483,4076
X-2483,1049
X-2483,2203
X-2483,6047
X-2483,1475
X-2483,15498
X-2483,13982
X-2483,12193
X-2483,703
X-2483,7666
X-2483,12164
X-2483,14367
X-2483,7118
X-2483,5387
X-2483,10605
X-2483,6722
X-2483,15330
X-2483,15229
X-2483,8866
X-2483,1021
X-2483,2582
X-2483,9340
X-2483,4326
X-2483,4927
X-2483,15378
X-2483,8516
X-2483,145
X-2483,3308
X-2483,11191
X-2483,16452
X-2483,848
X-2483,10125
X-2483,5150
X-2483,15080
X-2483,14298
X-2483,12062
X-2483,12933
X-2483,11741
X-2483,9273
X-2483,8103
X-2483,4394
X-2483,9587
X-2483,5074
X-2483,12704
X-2483,13973
X-2483,11026
X-2483,11087
X-2483,14002
X-2483,8170
X-2483,11687
X-2483,7899
X-2483,8298
X-2483,15915
X-2483,11034
X-2483,7414
X-2483,10210
X-2483,4688
X-2483,15272
X-2483,1405
X-2483,12021
X-2483,996
X-2483,13626
X-2483,16993
X-2483,13356
X-2483,13026
X-2483,15276
X-2483,11362
X-2483,6448
X-2483,1955
X-2483,12008
X-2483,9165
X-2483,150
X-2483,6928
X-2483,15853
X-2483,7236
X-2483,10478
X-2483,15737
X-2483,12633
X-2483,1675
X-2483,1675
X-2483,4887
X-2483,9597
X-2483,15149
X-2483,2139
X-2483,16708
X-2483,10595
X-2483,6764
X-2483,13270
X-2483,7627
X-2483,12653
X-2483,9676
X-2483,11947
X-2483,17092
X-2483,17103
X-2483,449
X-2483,16170
X-2483,15792
X-2483,15816
X-2483,16445
X-2483,11212
X-2483,14202
X-2483,14773
X-2483,3452
X-2483,10465
X-2483,12277
X-2483,4467
X-2483,16441
X-2483,16081
X-2483,6814
X-2483,5806
X-2483,14753
X-2483,5172
X-2483,8838
X-2483,4740
X-2483,3838
X-2483,13265
X-2483,4215
X-2483,13890
X-2483,15814
X-2483,3146
X-2483,13948
X-2483,10553
X-2483,15607
X-2483,1232
X-2483,6256
X-2483,13077
X-2483,14798
X-2483,4700
X-2483,5555
X-2483,1664
X-2483,2414
X-2483,2872
X-2483,14445
X-2483,9009
X-2483,13887
X-2483,4805
X-2483,2314
X-2483,4032
X-2483,16887
X-2483,8106
X-2483,16643
X-2483,6855
X-2483,9302
X-2483,9017
X-2483,12865
X-2483,15774
X-2483,14077
X-2483,8250
X-2483,14018
X-2483,3820
X-2483,15067
X-2483,14488
X-2483,10665
X-2483,10779
X-2483,9093
X-2483,5383
X-2483,12126
X-2483,12652
X-2483,5493
X-2483,16166
X-2483,15793
X-2483,625
X-2483,723
X-2483,8232
X-2483,8240
X-2483,16586
X-2483,13574
X-2483,12375
X-2483,16177
X-2483,16199
X-2483,8231
X-2483,15967
X-2483,14758
X-2483,8229
X-2483,15123
X-2483,13425
X-2483,14608
X-2483,12445
X-2483,2010
X-2483,14775
X-2483,16191
X-2483,8230
X-2483,3341
X-2483,14718
X-2483,5539
X-2483,5673
X-2483,17148
X-2483,9981
X-2483,14136
X-2483,7725
X-2483,10289
X-2483,2391
X-2483,15850
X-2483,8234
X-2483,6423
X-2483,5557
X-2483,16860
X-2483,3186
X-2483,13227
X-2483,15394
X-2483,13324
X-2483,16278
X-2483,6145
X-2483,1513
X-2483,13736
X-2483,16374
X-2483,7903
X-2483,15186
X-2483,8223
X-2483,4438
X-2483,14523
X-2483,15369
X-2483,8499
X-2483,9639
X-2483,3245
X-2483,16413
X-2483,12621
X-2483,3502
X-2483,8236
X-2483,10617
X-2483,16426
X-2483,11633
X-2483,7670
X-2483,12706
X-2483,4967
X-2483,8238
X-2483,9703
X-2483,3217
X-2483,9666
X-2483,9700
X-2483,9670
X-2483,9671
X-2483,4390
X-2483,13540
X-2483,16719
X-2483,17054
X-2483,3195
X-2483,3461
X-2483,809
X-2483,10219
X-2483,4812
X-2483,7924
X-2483,3161
X-2483,4803
X-2483,12079
X-2483,4306
X-2483,3509
X-2483,7422
X-2483,746
X-2483,10152
X-2483,9561
X-2483,6334
X-2483,2340
X-2483,4067
X-2483,15228
X-2483,13660
X-2483,5202
X-2483,11052
X-2483,14360
X-2483,13584
X-2483,967
X-2483,11669
X-2483,853
X-2483,9635
X-2483,16564
X-2483,12294
X-2483,12654
X-2483,13963
X-2483,7497
X-2483,11624
X-2483,7856
X-2483,10771
X-2483,16141
X-2483,5110
X-2483,237
X-2483,5516
X-2483,10376
X-2483,2686
X-2483,12615
X-2484,16086
X-2484,16086
X-2484,1579
X-2484,11287
X-2484,15054
X-2484,588
X-2484,13661
X-2484,444
X-2484,2225
X-2484,12526
X-2484,8233
X-2484,12407
X-2484,3788
X-2484,15535
X-2484,0
X-2484,3120
X-2484,4304
X-2484,829
X-2484,7150
X-2484,7496
X-2484,15739
X-2484,9492
X-2484,12945
X-2484,2280
X-2484,8521
X-2484,1233
X-2484,12299
X-2484,12413
X-2484,3782
X-2484,4841
X-2484,5219
X-2484,4121
X-2484,4014
X-2484,4935
X-2484,15960
X-2484,6448
X-2484,7273
X-2484,15667
X-2484,8555
X-2484,6308
X-2484,1370
X-2484,1333
X-2484,13917
X-2484,4305
X-2484,1904
X-2484,12804
X-2484,5855
X-2484,15810
X-2484,2560
X-2484,11921
X-2484,63
X-2484,933
X-2484,16327
X-2484,216
X-2484,15292
X-2484,12544
X-2484,16322
X-2484,6561
X-2484,12518
X-2484,14355
X-2484,10967
X-2484,16068
X-2484,6086
X-2484,1935
X-2484,864
X-2484,1338
X-2484,15163
X-2484,9938
X-2484,14694
X-2484,15042
X-2484,6335
X-2484,12914
X-2484,4076
X-2484,8096
X-2484,1049
X-2484,6047
X-2484,5397
X-2484,15498
X-2484,13982
X-2484,12648
X-2484,747
X-2484,6967
X-2484,4514
X-2484,12265
X-2484,1318
X-2484,12193
X-2484,8581
X-2484,570
X-2484,703
X-2484,7666
X-2484,12164
X-2484,14367
X-2484,7118
X-2484,5387
X-2484,14800
X-2484,552
X-2484,15260
X-2484,15200
X-2484,1400
X-2484,15402
X-2484,15330
X-2484,15229
X-2484,10759
X-2484,8866
X-2484,1021
X-2484,2582
X-2484,8613
X-2484,8922
X-2484,4326
X-2484,15378
X-2484,596
X-2484,577
X-2484,8516
X-2484,3308
X-2484,11191
X-2484,1667
X-2484,16452
X-2484,848
X-2484,1348
X-2484,11693
X-2484,10125
X-2484,5150
X-2484,15080
X-2484,14980
X-2484,12062
X-2484,12933
X-2484,14973
X-2484,4394
X-2484,9286
X-2484,9587
X-2484,5074
X-2484,12704
X-2484,11026
X-2484,14002
X-2484,8170
X-2484,9810
X-2484,7899
X-2484,8298
X-2484,12198
X-2484,8708
X-2484,15915
X-2484,8526
X-2484,11034
X-2484,571
X-2484,152
X-2484,7414
X-2484,10210
X-2484,4688
X-2484,15272
X-2484,1405
X-2484,12021
X-2484,996
X-2484,11016
X-2484,16993
X-2484,13356
X-2484,13026
X-2484,3137
X-2484,12360
X-2484,6944
X-2484,12008
X-2484,9165
X-2484,150
X-2484,15853
X-2484,4302
X-2484,15737
X-2484,12633
X-2484,1675
X-2484,2420
X-2484,4887
X-2484,16798
X-2484,10595
X-2484,521
X-2484,6764
X-2484,7627
X-2484,9676
X-2484,12537
X-2484,16359
X-2484,449
X-2484,16170
X-2484,15792
X-2484,15816
X-2484,11212
X-2484,14202
X-2484,10188
X-2484,14979
X-2484,14732
X-2484,7028
X-2484,14773
X-2484,3452
X-2484,10465
X-2484,3367
X-2484,7517
X-2484,12277
X-2484,4467
X-2484,16441
X-2484,479
X-2484,16081
X-2484,6814
X-2484,5806
X-2484,14753
X-2484,5172
X-2484,8838
X-2484,16236
X-2484,4740
X-2484,15814
X-2484,13948
X-2484,16688
X-2484,8501
X-2484,3534
X-2484,6256
X-2484,11044
X-2484,10532
X-2484,14798
X-2484,4700
X-2484,6600
X-2484,2414
X-2484,4836
X-2484,2872
X-2484,14255
X-2484,13887
X-2484,10089
X-2484,2314
X-2484,17015
X-2484,4032
X-2484,16887
X-2484,8106
X-2484,415
X-2484,1329
X-2484,15774
X-2484,14018
X-2484,10694
X-2484,14488
X-2484,10665
X-2484,10779
X-2484,9093
X-2484,5383
X-2484,12126
X-2484,12652
X-2484,5493
X-2484,16166
X-2484,15793
X-2484,625
X-2484,723
X-2484,8232
X-2484,16586
X-2484,13574
X-2484,12375
X-2484,16177
X-2484,16199
X-2484,8231
X-2484,15967
X-2484,14758
X-2484,8229
X-2484,15123
X-2484,13425
X-2484,14608
X-2484,12445
X-2484,2010
X-2484,14775
X-2484,16191
X-2484,8230
X-2484,3341
X-2484,14718
X-2484,5539
X-2484,9200
X-2484,5673
X-2484,17148
X-2484,9981
X-2484,14136
X-2484,7725
X-2484,10289
X-2484,2391
X-2484,15850
X-2484,8234
X-2484,6423
X-2484,1068
X-2484,16860
X-2484,3186
X-2484,13227
X-2484,15394
X-2484,13324
X-2484,16278
X-2484,6145
X-2484,1513
X-2484,13736
X-2484,16374
X-2484,7903
X-2484,15186
X-2484,8223
X-2484,4438
X-2484,14523
X-2484,15369
X-2484,8499
X-2484,9639
X-2484,3245
X-2484,12621
X-2484,3502
X-2484,8236
X-2484,10617
X-2484,16426
X-2484,11633
X-2484,7670
X-2484,12706
X-2484,4967
X-2484,8238
X-2484,11257
X-2484,9703
X-2484,3217
X-2484,9666
X-2484,9671
X-2484,4390
X-2484,13540
X-2484,13897
X-2484,16434
X-2484,7432
X-2484,3195
X-2484,16819
X-2484,809
X-2484,10219
X-2484,7924
X-2484,16427
X-2484,14461
X-2484,7949
X-2484,3250
X-2484,3161
X-2484,4803
X-2484,12079
X-2484,12190
X-2484,14812
X-2484,4306
X-2484,6060
X-2484,3509
X-2484,14382
X-2484,746
X-2484,9561
X-2484,6334
X-2484,2340
X-2484,4067
X-2484,15228
X-2484,14604
X-2484,13584
X-2484,14373
X-2484,967
X-2484,11669
X-2484,853
X-2484,9635
X-2484,16564
X-2484,1605
X-2484,12294
X-2484,12654
X-2484,7497
X-2484,11624
X-2484,7856
X-2484,10771
X-2484,7624
X-2484,5110
X-2484,8496
X-2484,8751
X-2484,237
X-2484,5516
X-2484,2847
X-2484,16624
X-2484,1403
X-2484,10376
X-2484,10443
X-2484,12615
X-2487,14111
X-2487,16086
X-2487,16086
X-2487,13442
X-2487,1579
X-2487,8550
X-2487,588
X-2487,444
X-2487,12526
X-2487,14911
X-2487,8609
X-2487,8233
X-2487,4140
X-2487,9762
X-2487,2548
X-2487,3788
X-2487,15535
X-2487,3120
X-2487,5285
X-2487,13534
X-2487,7496
X-2487,15739
X-2487,12945
X-2487,2280
X-2487,8521
X-2487,1233
X-2487,4014
X-2487,9874
X-2487,15363
X-2487,4114
X-2487,15960
X-2487,13698
X-2487,15284
X-2487,7273
X-2487,15667
X-2487,8555
X-2487,6308
X-2487,1370
X-2487,1333
X-2487,7768
X-2487,4647
X-2487,4305
X-2487,1904
X-2487,3873
X-2487,12804
X-2487,5496
X-2487,15810
X-2487,2560
X-2487,10359
X-2487,2214
X-2487,15292
X-2487,12544
X-2487,8938
X-2487,11652
X-2487,16068
X-2487,1935
X-2487,864
X-2487,1338
X-2487,9938
X-2487,14694
X-2487,15042
X-2487,6335
X-2487,4668
X-2487,16957
X-2487,15327
X-2487,16868
X-2487,4076
X-2487,8096
X-2487,1049
X-2487,6047
X-2487,15498
X-2487,5341
X-2487,13982
X-2487,12725
X-2487,747
X-2487,12779
X-2487,11530
X-2487,8953
X-2487,1318
X-2487,12193
X-2487,703
X-2487,7666
X-2487,12164
X-2487,14367
X-2487,7118
X-2487,5387
X-2487,15395
X-2487,14800
X-2487,354
X-2487,552
X-2487,15200
X-2487,1400
X-2487,17159
X-2487,6722
X-2487,14601
X-2487,15330
X-2487,15229
X-2487,5636
X-2487,1021
X-2487,7890
X-2487,2582
X-2487,7134
X-2487,8613
X-2487,4621
X-2487,15378
X-2487,596
X-2487,13134
X-2487,8516
X-2487,10873
X-2487,9898
X-2487,7942
X-2487,3308
X-2487,11191
X-2487,1667
X-2487,5290
X-2487,15206
X-2487,7778
X-2487,848
X-2487,11592
X-2487,10562
X-2487,10125
X-2487,15080
X-2487,8344
X-2487,14980
X-2487,84
X-2487,12933
X-2487,4394
X-2487,9286
X-2487,9587
X-2487,11026
X-2487,8170
X-2487,11687
X-2487,15508
X-2487,7899
X-2487,8298
X-2487,12198
X-2487,8708
X-2487,15915
X-2487,8526
X-2487,11034
X-2487,571
X-2487,6640
X-2487,152
X-2487,7414
X-2487,10210
X-2487,4688
X-2487,15272
X-2487,12021
X-2487,7117
X-2487,991
X-2487,9143
X-2487,13449
X-2487,12623
X-2487,6448
X-2487,12360
X-2487,15481
X-2487,1661
X-2487,5422
X-2487,9165
X-2487,269
X-2487,6928
X-2487,15853
X-2487,11561
X-2487,4302
X-2487,7236
X-2487,168
X-2487,14107
X-2487,15737
X-2487,12633
X-2487,320
X-2487,2420
X-2487,9597
X-2487,16798
X-2487,15149
X-2487,10952
X-2487,10595
X-2487,521
X-2487,16814
X-2487,894
X-2487,13270
X-2487,3058
X-2487,839
X-2487,9676
X-2487,8930
X-2487,352
X-2487,449
X-2487,16170
X-2487,15792
X-2487,15816
X-2487,1731
X-2487,11212
X-2487,4237
X-2487,14202
X-2487,15926
X-2487,13576
X-2487,7026
X-2487,14979
X-2487,2965
X-2487,3452
X-2487,10465
X-2487,1474
X-2487,3367
X-2487,7517
X-2487,12277
X-2487,3419
X-2487,4467
X-2487,9354
X-2487,9711
X-2487,16441
X-2487,16081
X-2487,6814
X-2487,5806
X-2487,5172
X-2487,8838
X-2487,4740
X-2487,3838
X-2487,13265
X-2487,2146
X-2487,13948
X-2487,1129
X-2487,10553
X-2487,456
X-2487,9811
X-2487,6256
X-2487,203
X-2487,11044
X-2487,6554
X-2487,10532
X-2487,14798
X-2487,4700
X-2487,5555
X-2487,2414
X-2487,4836
X-2487,11453
X-2487,7921
X-2487,13887
X-2487,2174
X-2487,10089
X-2487,17015
X-2487,4032
X-2487,9203
X-2487,13881
X-2487,5557
X-2487,9719
X-2487,291
X-2487,16887
X-2487,14751
X-2487,8106
X-2487,8896
X-2487,15349
X-2487,9454
X-2487,4505
X-2487,15774
X-2487,14077
X-2487,8377
X-2487,11740
X-2487,1037
X-2487,14018
X-2487,10694
X-2487,14488
X-2487,10665
X-2487,10779
X-2487,9093
X-2487,12126
X-2487,12652
X-2487,5493
X-2487,16166
X-2487,15793
X-2487,625
X-2487,723
X-2487,8232
X-2487,16586
X-2487,13574
X-2487,12375
X-2487,16177
X-2487,16199
X-2487,15967
X-2487,14758
X-2487,8229
X-2487,15123
X-2487,13425
X-2487,14608
X-2487,12445
X-2487,2010
X-2487,14775
X-2487,16191
X-2487,3341
X-2487,14718
X-2487,5539
X-2487,9200
X-2487,5673
X-2487,9981
X-2487,14136
X-2487,7725
X-2487,10289
X-2487,2391
X-2487,15850
X-2487,8234
X-2487,6423
X-2487,5557
X-2487,1068
X-2487,16860
X-2487,3186
X-2487,13227
X-2487,15394
X-2487,13324
X-2487,16278
X-2487,6145
X-2487,1513
X-2487,13736
X-2487,16374
X-2487,7903
X-2487,15186
X-2487,8223
X-2487,14523
X-2487,15369
X-2487,8499
X-2487,9639
X-2487,3245
X-2487,16413
X-2487,12621
X-2487,3502
X-2487,8236
X-2487,10617
X-2487,16426
X-2487,11633
X-2487,7670
X-2487,12706
X-2487,4967
X-2487,8238
X-2487,4102
X-2487,9703
X-2487,3217
X-2487,9671
X-2487,13655
X-2487,15351
X-2487,10409
X-2487,809
X-2487,10219
X-2487,12350
X-2487,14461
X-2487,7949
X-2487,3161
X-2487,12737
X-2487,4803
X-2487,5147
X-2487,12190
X-2487,4306
X-2487,6060
X-2487,357
X-2487,3509
X-2487,14382
X-2487,14242
X-2487,9852
X-2487,10152
X-2487,15278
X-2487,9561
X-2487,6334
X-2487,2340
X-2487,2068
X-2487,2419
X-2487,5080
X-2487,13584
X-2487,7038
X-2487,2979
X-2487,967
X-2487,11669
X-2487,3119
X-2487,853
X-2487,9635
X-2487,8160
X-2487,16564
X-2487,1605
X-2487,11073
X-2487,7497
X-2487,11624
X-2487,7856
X-2487,11527
X-2487,5964
X-2487,7624
X-2487,13532
X-2487,5110
X-2487,5996
X-2487,5516
X-2487,16624
X-2487,15765
X-2487,8821
X-2487,10376
X-2487,2686
X-2487,11832
X-2487,12615
X-2511,16086
X-2511,16086
X-2511,12419
X-2511,1579
X-2511,15416
X-2511,690
X-2511,588
X-2511,12526
X-2511,11123
X-2511,8233
X-2511,4416
X-2511,4140
X-2511,2548
X-2511,3788
X-2511,15535
X-2511,5220
X-2511,3120
X-2511,13600
X-2511,4304
X-2511,2280
X-2511,1233
X-2511,4797
X-2511,15960
X-2511,16555
X-2511,6448
X-2511,7273
X-2511,11662
X-2511,10290
X-2511,14528
X-2511,59
X-2511,9108
X-2511,8555
X-2511,8555
X-2511,6308
X-2511,15469
X-2511,15995
X-2511,2604
X-2511,4243
X-2511,1333
X-2511,14054
X-2511,7679
X-2511,5701
X-2511,12804
X-2511,13952
X-2511,15810
X-2511,1458
X-2511,2560
X-2511,11921
X-2511,13063
X-2511,2214
X-2511,15292
X-2511,12544
X-2511,10967
X-2511,10748
X-2511,9961
X-2511,6627
